codigo, titulo                      , secao              , grupo  , tipo
NZL16 , Ben Old                     , Nova Zelandia      , Grupo G, Comum
NZL17 , Chris Wood                  , Nova Zelandia      , Grupo G, Comum
NZL18 , Elijah Just                 , Nova Zelandia      , Grupo G, Comum
NZL19 , Callum McCowatt             , Nova Zelandia      , Grupo G, Comum
NZL20 , Kosta Barbarouses           , Nova Zelandia      , Grupo G, Comum
ESP1  , Escudo                      , Espanha            , Grupo H, Especial
ESP2  , Unai Simon                  , Espanha            , Grupo H, Comum
ESP3  , Robin Le Normand            , Espanha            , Grupo H, Comum
ESP4  , Aymeric Laporte             , Espanha            , Grupo H, Comum
ESP5  , Dean Huijsen                , Espanha            , Grupo H, Comum
ESP6  , Pedro Porro                 , Espanha            , Grupo H, Comum
ESP7  , Dani Carvajal               , Espanha            , Grupo H, Comum
ESP8  , Marc Cucurella              , Espanha            , Grupo H, Comum
ESP9  , Martin Zubimendi            , Espanha            , Grupo H, Comum
ESP10 , Rodri                       , Espanha            , Grupo H, Comum
ESP11 , Pedri                       , Espanha            , Grupo H, Comum
ESP12 , Fabian Ruiz                 , Espanha            , Grupo H, Comum
ESP13 , Foto da Equipe              , Espanha            , Grupo H, Comum
ESP14 , Mikel Merino                , Espanha            , Grupo H, Comum
ESP15 , Lamine Yamal                , Espanha            , Grupo H, Comum
ESP16 , Dani Olmo                   , Espanha            , Grupo H, Comum
ESP17 , Nico Williams               , Espanha            , Grupo H, Comum
ESP18 , Ferran Torres               , Espanha            , Grupo H, Comum
ESP19 , Alvaro Morata               , Espanha            , Grupo H, Comum
ESP20 , Mikel Oyarzabal             , Espanha            , Grupo H, Comum
CPV1  , Escudo                      , Cabo Verde         , Grupo H, Especial
CPV2  , Vozinha                     , Cabo Verde         , Grupo H, Comum
CPV3  , Logan Costa                 , Cabo Verde         , Grupo H, Comum
CPV4  , Pico                        , Cabo Verde         , Grupo H, Comum
CPV5  , Diney                       , Cabo Verde         , Grupo H, Comum
CPV6  , Steven Moreira              , Cabo Verde         , Grupo H, Comum
CPV7  , Wagner Pina                 , Cabo Verde         , Grupo H, Comum
CPV8  , Joao Paulo                  , Cabo Verde         , Grupo H, Comum
CPV9  , Yannick Semedo              , Cabo Verde         , Grupo H, Comum
CPV10 , Kevin Pina                  , Cabo Verde         , Grupo H, Comum
CPV11 , Patrick Andrade             , Cabo Verde         , Grupo H, Comum
CPV12 , Jamiro Monteiro             , Cabo Verde         , Grupo H, Comum
CPV13 , Foto da Equipe              , Cabo Verde         , Grupo H, Comum
CPV14 , Deroy Duarte                , Cabo Verde         , Grupo H, Comum
CPV15 , Garry Rodrigues             , Cabo Verde         , Grupo H, Comum
CPV16 , Jovane Cabral               , Cabo Verde         , Grupo H, Comum
CPV17 , Ryan Mendes                 , Cabo Verde         , Grupo H, Comum
CPV18 , Dailon Livramento           , Cabo Verde         , Grupo H, Comum
CPV19 , Willy Semedo                , Cabo Verde         , Grupo H, Comum
CPV20 , Bebe                        , Cabo Verde         , Grupo H, Comum
KSA1  , Escudo                      , Arabia Saudita     , Grupo H, Especial
KSA2  , Nawaf Alaqidi               , Arabia Saudita     , Grupo H, Comum
KSA3  , Abdulrahman Al-Sanbi        , Arabia Saudita     , Grupo H, Comum
KSA4  , Saud Abdulhamid             , Arabia Saudita     , Grupo H, Comum
KSA5  , Nawaf Bouwashl              , Arabia Saudita     , Grupo H, Comum
KSA6  , Jihad Thakri                , Arabia Saudita     , Grupo H, Comum
KSA7  , Moteb Al-Harbi              , Arabia Saudita     , Grupo H, Comum
KSA8  , Hassan Altambakti           , Arabia Saudita     , Grupo H, Comum
KSA9  , Musab Aljuwayr              , Arabia Saudita     , Grupo H, Comum
KSA10 , Ziyad Aljohani              , Arabia Saudita     , Grupo H, Comum
KSA11 , Abdullah Alkhaibari         , Arabia Saudita     , Grupo H, Comum
KSA12 , Nasser Aldawsari            , Arabia Saudita     , Grupo H, Comum
KSA13 , Foto da Equipe              , Arabia Saudita     , Grupo H, Comum
KSA14 , Saleh Abu Alshamat          , Arabia Saudita     , Grupo H, Comum
KSA15 , Marwan Alsahafi             , Arabia Saudita     , Grupo H, Comum
KSA16 , Salem Aldawsari             , Arabia Saudita     , Grupo H, Comum
KSA17 , Abdulrahman Al-Aboud        , Arabia Saudita     , Grupo H, Comum
KSA18 , Feras Akbrikan              , Arabia Saudita     , Grupo H, Comum
KSA19 , Saleh Alshehri              , Arabia Saudita     , Grupo H, Comum
KSA20 , Abdullah Al-Hamdan          , Arabia Saudita     , Grupo H, Comum
URU1  , Escudo                      , Uruguai            , Grupo H, Especial
URU2  , Sergio Rochet               , Uruguai            , Grupo H, Comum
URU3  , Santiago Mele               , Uruguai            , Grupo H, Comum
URU4  , Ronald Araujo               , Uruguai            , Grupo H, Comum
URU5  , Jose Maria Gimenez          , Uruguai            , Grupo H, Comum
URU6  , Sebastian Caceres           , Uruguai            , Grupo H, Comum
URU7  , Mathias Olivera             , Uruguai            , Grupo H, Comum
URU8  , Guillermo Varela            , Uruguai            , Grupo H, Comum
URU9  , Nahitan Nandez              , Uruguai            , Grupo H, Comum
URU10 , Federico Valverde           , Uruguai            , Grupo H, Comum
URU11 , Giorgian De Arrascaeta      , Uruguai            , Grupo H, Comum
URU12 , Rodrigo Bentancur           , Uruguai            , Grupo H, Comum
URU13 , Foto da Equipe              , Uruguai            , Grupo H, Comum
URU14 , Manuel Ugarte               , Uruguai            , Grupo H, Comum
URU15 , Nicolas de la Cruz          , Uruguai            , Grupo H, Comum
URU16 , Maxi Araujo                 , Uruguai            , Grupo H, Comum
URU17 , Darwin Nunez                , Uruguai            , Grupo H, Comum
URU18 , Federico Vinas              , Uruguai            , Grupo H, Comum
URU19 , Rodrigo Aguirre             , Uruguai            , Grupo H, Comum
URU20 , Facundo Pellistri           , Uruguai            , Grupo H, Comum
FRA1  , Escudo                      , Franca             , Grupo I, Especial
FRA2  , Mike Maignan                , Franca             , Grupo I, Comum
FRA3  , Theo Hernandez              , Franca             , Grupo I, Comum
FRA4  , William Saliba              , Franca             , Grupo I, Comum
FRA5  , Jules Kounde                , Franca             , Grupo I, Comum
FRA6  , Ibrahima Konate             , Franca             , Grupo I, Comum
FRA7  , Dayot Upamecano             , Franca             , Grupo I, Comum
FRA8  , Lucas Digne                 , Franca             , Grupo I, Comum
FRA9  , Aurelien Tchouameni         , Franca             , Grupo I, Comum
FRA10 , Eduardo Camavinga           , Franca             , Grupo I, Comum
FRA11 , Manu Kone                   , Franca             , Grupo I, Comum
FRA12 , Adrien Rabiot               , Franca             , Grupo I, Comum
FRA13 , Foto da Equipe              , Franca             , Grupo I, Comum
FRA14 , Michael Olise               , Franca             , Grupo I, Comum
FRA15 , Ousmane Dembele             , Franca             , Grupo I, Comum
FRA16 , Bradley Barcola             , Franca             , Grupo I, Comum
FRA17 , Desire Doue                 , Franca             , Grupo I, Comum
FRA18 , Kingsley Coman              , Franca             , Grupo I, Comum
FRA19 , Hugo Ekitike                , Franca             , Grupo I, Comum
FRA20 , Kylian Mbappe               , Franca             , Grupo I, Comum
SEN1  , Escudo                      , Senegal            , Grupo I, Especial
SEN2  , Eduardo Mendy               , Senegal            , Grupo I, Comum
SEN3  , Yehvann Diouf               , Senegal            , Grupo I, Comum
SEN4  , Moussa Niakhate             , Senegal            , Grupo I, Comum
SEN5  , Abdoulaye Seck              , Senegal            , Grupo I, Comum
SEN6  , Ismail Jakobs               , Senegal            , Grupo I, Comum
SEN7  , El Hadji Malick Diouf       , Senegal            , Grupo I, Comum
SEN8  , Kalidou Koulibaly           , Senegal            , Grupo I, Comum
SEN9  , Idrissa Gana Gueye          , Senegal            , Grupo I, Comum
SEN10 , Pape Matar Sarr             , Senegal            , Grupo I, Comum
SEN11 , Pape Gueye                  , Senegal            , Grupo I, Comum
SEN12 , Habib Diarra                , Senegal            , Grupo I, Comum
SEN13 , Foto da Equipe              , Senegal            , Grupo I, Comum
SEN14 , Lamine Camara               , Senegal            , Grupo I, Comum
SEN15 , Sadio Mane                  , Senegal            , Grupo I, Comum
SEN16 , Ismaila Sarr                , Senegal            , Grupo I, Comum
SEN17 , Boulaye Dia                 , Senegal            , Grupo I, Comum
SEN18 , Iliman Ndiaye               , Senegal            , Grupo I, Comum
SEN19 , Nicolas Jackson             , Senegal            , Grupo I, Comum
SEN20 , Krepin Diatta               , Senegal            , Grupo I, Comum
IRQ1  , Escudo                      , Iraque             , Grupo I, Especial
IRQ2  , Jalal Hassan                , Iraque             , Grupo I, Comum
IRQ3  , Rebin Sulaka                , Iraque             , Grupo I, Comum
IRQ4  , Hussein Ali                 , Iraque             , Grupo I, Comum
IRQ5  , Akam Hashem                 , Iraque             , Grupo I, Comum
IRQ6  , Merchas Doski               , Iraque             , Grupo I, Comum
IRQ7  , Zaid Tahseen                , Iraque             , Grupo I, Comum
IRQ8  , Manaf Younis                , Iraque             , Grupo I, Comum
IRQ9  , Zidane Iqbal                , Iraque             , Grupo I, Comum
IRQ10 , Amir Al-Ammari              , Iraque             , Grupo I, Comum
IRQ11 , Ibrahim Bavesh              , Iraque             , Grupo I, Comum
IRQ12 , Ali Jasim                   , Iraque             , Grupo I, Comum
IRQ13 , Foto da Equipe              , Iraque             , Grupo I, Comum
IRQ14 , Youssef Amyn                , Iraque             , Grupo I, Comum
IRQ15 , Aimar Sher                  , Iraque             , Grupo I, Comum
IRQ16 , Marko Farji                 , Iraque             , Grupo I, Comum
IRQ17 , Osama Rashid                , Iraque             , Grupo I, Comum
IRQ18 , Ali Al-Hamadi               , Iraque             , Grupo I, Comum
IRQ19 , Aymen Hussein               , Iraque             , Grupo I, Comum
IRQ20 , Mohanad Ali                 , Iraque             , Grupo I, Comum
NOR1  , Escudo                      , Noruega            , Grupo I, Especial
NOR2  , Orjan Nyland                , Noruega            , Grupo I, Comum
NOR3  , Julian Ryerson              , Noruega            , Grupo I, Comum
NOR4  , Leo Ostigard                , Noruega            , Grupo I, Comum
NOR5  , Kristoffer Vassbakk Ajer    , Noruega            , Grupo I, Comum
NOR6  , Marcus Holmgren Pedersen    , Noruega            , Grupo I, Comum
NOR7  , David Mller Wolfe           , Noruega            , Grupo I, Comum
NOR8  , Torbjrn Heggem              , Noruega            , Grupo I, Comum
NOR9  , Morten Thorsby              , Noruega            , Grupo I, Comum
NOR10 , Martin degaard              , Noruega            , Grupo I, Comum
NOR11 , Sander Berge                , Noruega            , Grupo I, Comum
NOR12 , Andreas Schjelderup         , Noruega            , Grupo I, Comum
NOR13 , Foto da Equipe              , Noruega            , Grupo I, Comum
NOR14 , Patrick Berg                , Noruega            , Grupo I, Comum
NOR15 , Erling Haaland              , Noruega            , Grupo I, Comum
NOR16 , Alexander Srloth            , Noruega            , Grupo I, Comum
NOR17 , Aron Dnnum                  , Noruega            , Grupo I, Comum
NOR18 , Jorgen Strand Larsen        , Noruega            , Grupo I, Comum
NOR19 , Antonio Nusa                , Noruega            , Grupo I, Comum
NOR20 , Oscar Bobb                  , Noruega            , Grupo I, Comum
ARG1  , Escudo                      , Argentina          , Grupo J, Especial
ARG2  , Emiliano Martinez           , Argentina          , Grupo J, Comum
ARG3  , Nahuel Molina               , Argentina          , Grupo J, Comum
ARG4  , Cristian Romero             , Argentina          , Grupo J, Comum
ARG5  , Nicolas Otamendi            , Argentina          , Grupo J, Comum
ARG6  , Nicolas Tagliafico          , Argentina          , Grupo J, Comum
ARG7  , Leonardo Balerdi            , Argentina          , Grupo J, Comum
ARG8  , Enzo Fernandez              , Argentina          , Grupo J, Comum
ARG9  , Alexis Mac Allister         , Argentina          , Grupo J, Comum
ARG10 , Rodrigo De Paul             , Argentina          , Grupo J, Comum
ARG11 , Exequiel Palacios           , Argentina          , Grupo J, Comum
ARG12 , Leandro Paredes             , Argentina          , Grupo J, Comum
ARG13 , Foto da Equipe              , Argentina          , Grupo J, Comum
ARG14 , Nico Paz                    , Argentina          , Grupo J, Comum
ARG15 , Franco Mastantuono          , Argentina          , Grupo J, Comum
ARG16 , Nico Gonzalez               , Argentina          , Grupo J, Comum
ARG17 , Lionel Messi                , Argentina          , Grupo J, Comum
ARG18 , Lautaro Martinez            , Argentina          , Grupo J, Comum
ARG19 , Julian Alvarez              , Argentina          , Grupo J, Comum
ARG20 , Giuliano Simeone            , Argentina          , Grupo J, Comum
ALG1  , Escudo                      , Argelia            , Grupo J, Especial
ALG2  , Alexis Guendouz             , Argelia            , Grupo J, Comum
ALG3  , Ramy Bensebaini             , Argelia            , Grupo J, Comum
ALG4  , Youcef Atal                 , Argelia            , Grupo J, Comum
ALG5  , Rayan Ait-Nouri             , Argelia            , Grupo J, Comum
ALG6  , Mohamed Amine Tougai        , Argelia            , Grupo J, Comum
ALG7  , Aissa Mandi                 , Argelia            , Grupo J, Comum
ALG8  , Ismael Bennacer             , Argelia            , Grupo J, Comum
ALG9  , Houssem Aquar               , Argelia            , Grupo J, Comum
ALG10 , Hicham Boudaoui             , Argelia            , Grupo J, Comum
ALG11 , Ramiz Zerrouki              , Argelia            , Grupo J, Comum
ALG12 , Nabil Bentalab              , Argelia            , Grupo J, Comum
ALG13 , Foto da Equipe              , Argelia            , Grupo J, Comum
ALG14 , Fares Chaibi                , Argelia            , Grupo J, Comum
ALG15 , Riyad Mahrez                , Argelia            , Grupo J, Comum
ALG16 , Said Benrhama               , Argelia            , Grupo J, Comum
ALG17 , Anis Hadj Moussa            , Argelia            , Grupo J, Comum
ALG18 , Amine Gouiri                , Argelia            , Grupo J, Comum
ALG19 , Baghdad Bounedjah           , Argelia            , Grupo J, Comum
ALG20 , Mohammed Amoura             , Argelia            , Grupo J, Comum
AUT1  , Escudo                      , Austria            , Grupo J, Especial
AUT2  , Alexander Schlager          , Austria            , Grupo J, Comum
AUT3  , Patrick Pentz               , Austria            , Grupo J, Comum
AUT4  , David Alaba                 , Austria            , Grupo J, Comum
AUT5  , Kevin Danso                 , Austria            , Grupo J, Comum
AUT6  , Philipp Lienhart            , Austria            , Grupo J, Comum
AUT7  , Stefan Bosch                , Austria            , Grupo J, Comum
AUT8  , Phillipp Mwene              , Austria            , Grupo J, Comum
AUT9  , Alexander Prass             , Austria            , Grupo J, Comum
AUT10 , Xavier Schlager             , Austria            , Grupo J, Comum
AUT11 , Marcel Sabitzer             , Austria            , Grupo J, Comum
AUT12 , Konrad Laimer               , Austria            , Grupo J, Comum
AUT13 , Foto da Equipe              , Austria            , Grupo J, Comum
AUT14 , Florian Grillitsch          , Austria            , Grupo J, Comum
AUT15 , Nicolas Seiwald             , Austria            , Grupo J, Comum
AUT16 , Romano Schmid               , Austria            , Grupo J, Comum
AUT17 , Patrick Wimmer              , Austria            , Grupo J, Comum
AUT18 , Christoph Baumgartner       , Austria            , Grupo J, Comum
AUT19 , Michael Gregoritsch         , Austria            , Grupo J, Comum
AUT20 , Marko Arnautovic            , Austria            , Grupo J, Comum
JOR1  , Escudo                      , Jordania           , Grupo J, Especial
JOR2  , Yazeed Abulaila             , Jordania           , Grupo J, Comum
JOR3  , Ihsan Haddad                , Jordania           , Grupo J, Comum
JOR4  , Mohammad Abu Hashish        , Jordania           , Grupo J, Comum
JOR5  , Yazan Al-Arab               , Jordania           , Grupo J, Comum
JOR6  , Abdallah Nasib              , Jordania           , Grupo J, Comum
JOR7  , Saleem Obaid                , Jordania           , Grupo J, Comum
JOR8  , Mohammad Abualnadi          , Jordania           , Grupo J, Comum
JOR9  , Ibrahim Saadeh              , Jordania           , Grupo J, Comum
JOR10 , Nizar Al-Rashdan            , Jordania           , Grupo J, Comum
JOR11 , Noor Al-Rawabdeh            , Jordania           , Grupo J, Comum
JOR12 , Mohannad Abu Taha           , Jordania           , Grupo J, Comum
JOR13 , Foto da Equipe              , Jordania           , Grupo J, Comum
JOR14 , Amer Jamous                 , Jordania           , Grupo J, Comum
JOR15 , Musa Al-Taamari             , Jordania           , Grupo J, Comum
JOR16 , Yazan Al-Naimat             , Jordania           , Grupo J, Comum
JOR17 , Mahmoud Al-Mardi            , Jordania           , Grupo J, Comum
JOR18 , Ali Olwan                   , Jordania           , Grupo J, Comum
JOR19 , Mohammad Abu Zrayq          , Jordania           , Grupo J, Comum
JOR20 , Ibrahim Sabra               , Jordania           , Grupo J, Comum
POR1  , Escudo                      , Portugal           , Grupo K, Especial
POR2  , Diogo Costa                 , Portugal           , Grupo K, Comum
POR3  , Jose Sa                     , Portugal           , Grupo K, Comum
POR4  , Ruben Dias                  , Portugal           , Grupo K, Comum
POR5  , Joao Cancelo                , Portugal           , Grupo K, Comum
POR6  , Diogo Dalot                 , Portugal           , Grupo K, Comum
POR7  , Nuno Mendes                 , Portugal           , Grupo K, Comum
POR8  , Goncalo Inacio              , Portugal           , Grupo K, Comum
POR9  , Bernardo Silva              , Portugal           , Grupo K, Comum
POR10 , Bruno Fernandes             , Portugal           , Grupo K, Comum
POR11 , Ruben Neves                 , Portugal           , Grupo K, Comum
POR12 , Vitinha                     , Portugal           , Grupo K, Comum
POR13 , Foto da Equipe              , Portugal           , Grupo K, Comum
POR14 , Joao Neves                  , Portugal           , Grupo K, Comum
POR15 , Cristiano Ronaldo           , Portugal           , Grupo K, Comum
POR16 , Francisco Trincao           , Portugal           , Grupo K, Comum
POR17 , Joao Felix                  , Portugal           , Grupo K, Comum
POR18 , Goncalo Ramos               , Portugal           , Grupo K, Comum
POR19 , Pedro Neto                  , Portugal           , Grupo K, Comum
POR20 , Rafael Leao                 , Portugal           , Grupo K, Comum
COD1  , Escudo                      , RD Congo           , Grupo K, Especial
COD2  , Lionel Mpasi                , RD Congo           , Grupo K, Comum
COD3  , Aaron Wan-Bissaka           , RD Congo           , Grupo K, Comum
COD4  , Axel Tuanzebe               , RD Congo           , Grupo K, Comum
COD5  , Arthur Masuaku              , RD Congo           , Grupo K, Comum
COD6  , Chancel Mbemba              , RD Congo           , Grupo K, Comum
COD7  , Joris Kayembe               , RD Congo           , Grupo K, Comum
COD8  , Charles Pickel              , RD Congo           , Grupo K, Comum
COD9  , Ngal'ayel Mukau             , RD Congo           , Grupo K, Comum
COD10 , Edo Kayembe                 , RD Congo           , Grupo K, Comum
COD11 , Samuel Moutoussamy          , RD Congo           , Grupo K, Comum
COD12 , Noah Sadiki                 , RD Congo           , Grupo K, Comum
COD13 , Foto da Equipe              , RD Congo           , Grupo K, Comum
COD14 , Theo Bongonda               , RD Congo           , Grupo K, Comum
COD15 , Meschak Elia                , RD Congo           , Grupo K, Comum
COD16 , Yoane Wissa                 , RD Congo           , Grupo K, Comum
COD17 , Brian Cipenga               , RD Congo           , Grupo K, Comum
COD18 , Fiston Mayele               , RD Congo           , Grupo K, Comum
COD19 , Cedric Bakambu              , RD Congo           , Grupo K, Comum
COD20 , Nathanael Mbuku             , RD Congo           , Grupo K, Comum
UZB1  , Escudo                      , Uzbequistao        , Grupo K, Especial
UZB2  , Utkir Yusupov               , Uzbequistao        , Grupo K, Comum
UZB3  , Farrukh Savfiev             , Uzbequistao        , Grupo K, Comum
UZB4  , Sherzod Nasrullaev          , Uzbequistao        , Grupo K, Comum
UZB5  , Umar Eshmurodov             , Uzbequistao        , Grupo K, Comum
UZB6  , Husniddin Aliqulov          , Uzbequistao        , Grupo K, Comum
UZB7  , Rustamjon Ashurmatov        , Uzbequistao        , Grupo K, Comum
UZB8  , Khojiakbar Alijonov         , Uzbequistao        , Grupo K, Comum
UZB9  , Abdukodir Khusanov          , Uzbequistao        , Grupo K, Comum
UZB10 , Odiljon Hamrobekov          , Uzbequistao        , Grupo K, Comum
UZB11 , Otabek Shukurov             , Uzbequistao        , Grupo K, Comum
UZB12 , Jamshid Iskanderov          , Uzbequistao        , Grupo K, Comum
UZB13 , Foto da Equipe              , Uzbequistao        , Grupo K, Comum
UZB14 , Azizbek Turgunboev          , Uzbequistao        , Grupo K, Comum
UZB15 , Khojimat Erkinov            , Uzbequistao        , Grupo K, Comum
UZB16 , Eldor Shomurodov            , Uzbequistao        , Grupo K, Comum
UZB17 , Oston Urunov                , Uzbequistao        , Grupo K, Comum
UZB18 , Jaloliddin Masharipov       , Uzbequistao        , Grupo K, Comum
UZB19 , Igor Sergeev                , Uzbequistao        , Grupo K, Comum
UZB20 , Abbosbek Fayzullaev         , Uzbequistao        , Grupo K, Comum
COL1  , Escudo                      , Colombia           , Grupo K, Especial
COL2  , Camilo Vargas               , Colombia           , Grupo K, Comum
COL3  , David Ospina                , Colombia           , Grupo K, Comum
COL4  , Davinson Sanchez            , Colombia           , Grupo K, Comum
COL5  , Yerry Mina                  , Colombia           , Grupo K, Comum
COL6  , Daniel Munoz                , Colombia           , Grupo K, Comum
COL7  , Johan Mojica                , Colombia           , Grupo K, Comum
COL8  , Jhon Lucumi                 , Colombia           , Grupo K, Comum
COL9  , Santiago Arias              , Colombia           , Grupo K, Comum
COL10 , Jefferson Lerma             , Colombia           , Grupo K, Comum
COL11 , Kevin Castano               , Colombia           , Grupo K, Comum
COL12 , Richard Rios                , Colombia           , Grupo K, Comum
COL13 , Foto da Equipe              , Colombia           , Grupo K, Comum
COL14 , James Rodriguez             , Colombia           , Grupo K, Comum
COL15 , Juan Fernando Quintero      , Colombia           , Grupo K, Comum
COL16 , Jorge Carrascal             , Colombia           , Grupo K, Comum
COL17 , Jon Arias                   , Colombia           , Grupo K, Comum
COL18 , Jhon Cordova                , Colombia           , Grupo K, Comum
COL19 , Luis Suarez                 , Colombia           , Grupo K, Comum
COL20 , Luis Diaz                   , Colombia           , Grupo K, Comum
ENG1  , Escudo                      , Inglaterra         , Grupo L, Especial
ENG2  , Jordan Pickford             , Inglaterra         , Grupo L, Comum
ENG3  , John Stones                 , Inglaterra         , Grupo L, Comum
ENG4  , Maric Guehi                 , Inglaterra         , Grupo L, Comum
ENG5  , Ezri Konsa                  , Inglaterra         , Grupo L, Comum
ENG6  , Trent Alexander-Arnold      , Inglaterra         , Grupo L, Comum
ENG7  , Reece James                 , Inglaterra         , Grupo L, Comum
ENG8  , Dan Burn                    , Inglaterra         , Grupo L, Comum
ENG9  , Jordan Henderson            , Inglaterra         , Grupo L, Comum
ENG10 , Declan Rice                 , Inglaterra         , Grupo L, Comum
ENG11 , Jude Bellingham             , Inglaterra         , Grupo L, Comum
ENG12 , Cole Palmer                 , Inglaterra         , Grupo L, Comum
ENG13 , Foto da Equipe              , Inglaterra         , Grupo L, Comum
ENG14 , Morgan Rogers               , Inglaterra         , Grupo L, Comum
ENG15 , Anthony Gordon              , Inglaterra         , Grupo L, Comum
ENG16 , Phil Foden                  , Inglaterra         , Grupo L, Comum
ENG17 , Bukayo Saka                 , Inglaterra         , Grupo L, Comum
ENG18 , Harry Kane                  , Inglaterra         , Grupo L, Comum
ENG19 , Marcus Rashford             , Inglaterra         , Grupo L, Comum
ENG20 , Ollie Watkins               , Inglaterra         , Grupo L, Comum
CRO1  , Escudo                      , Croacia            , Grupo L, Especial
CRO2  , Dominik Livakovic           , Croacia            , Grupo L, Comum
CRO3  , Duje Caleta-Car             , Croacia            , Grupo L, Comum
CRO4  , Josko Gvardiol              , Croacia            , Grupo L, Comum
CRO5  , Josip Stanisic              , Croacia            , Grupo L, Comum
CRO6  , Luka Vuskovic               , Croacia            , Grupo L, Comum
CRO7  , Josip Sutalo                , Croacia            , Grupo L, Comum
CRO8  , Kristijan Jakic             , Croacia            , Grupo L, Comum
CRO9  , Luka Modric                 , Croacia            , Grupo L, Comum
CRO10 , Mateo Kovacic               , Croacia            , Grupo L, Comum
CRO11 , Martin Baturina             , Croacia            , Grupo L, Comum
CRO12 , Lovro Majer                 , Croacia            , Grupo L, Comum
CRO13 , Foto da Equipe              , Croacia            , Grupo L, Comum
CRO14 , Mario Pasalic               , Croacia            , Grupo L, Comum
CRO15 , Petar Sucic                 , Croacia            , Grupo L, Comum
CRO16 , Ivan Perisic                , Croacia            , Grupo L, Comum
CRO17 , Marco Pasalic               , Croacia            , Grupo L, Comum
CRO18 , Ante Budimir                , Croacia            , Grupo L, Comum
CRO19 , Andrej Kramaric             , Croacia            , Grupo L, Comum
CRO20 , Franjo Ivanovic             , Croacia            , Grupo L, Comum
GHA1  , Escudo                      , Gana               , Grupo L, Especial
GHA2  , Lawrence Ati Zigi           , Gana               , Grupo L, Comum
GHA3  , Tariq Lamptey               , Gana               , Grupo L, Comum
GHA4  , Mohammed Salisu             , Gana               , Grupo L, Comum
GHA5  , Alidu Seidu                 , Gana               , Grupo L, Comum
GHA6  , Alexander Djiku             , Gana               , Grupo L, Comum
GHA7  , Gideon Mensah               , Gana               , Grupo L, Comum
GHA8  , Caleb Yirenkyi              , Gana               , Grupo L, Comum
GHA9  , Abdul Issahaku Fatawu       , Gana               , Grupo L, Comum
GHA10 , Thomas Partey               , Gana               , Grupo L, Comum
GHA11 , Salis Abdul Samed           , Gana               , Grupo L, Comum
GHA12 , Kamaldeen Sulemana          , Gana               , Grupo L, Comum
GHA13 , Foto da Equipe              , Gana               , Grupo L, Comum
GHA14 , Mohammed Kudus              , Gana               , Grupo L, Comum
GHA15 , Inaki Williams              , Gana               , Grupo L, Comum
GHA16 , Jordan Ayew                 , Gana               , Grupo L, Comum
GHA17 , Andrew Ayew                 , Gana               , Grupo L, Comum
GHA18 , Joseph Paintsil             , Gana               , Grupo L, Comum
GHA19 , Osman Bukari                , Gana               , Grupo L, Comum
GHA20 , Antoine Semenyo             , Gana               , Grupo L, Comum
PAN1  , Escudo                      , Panama             , Grupo L, Especial
PAN2  , Orlando Mosquera            , Panama             , Grupo L, Comum
PAN3  , Luis Mejia                  , Panama             , Grupo L, Comum
PAN4  , Fidel Escobar               , Panama             , Grupo L, Comum
PAN5  , Andres Andrade              , Panama             , Grupo L, Comum
PAN6  , Michael Amir Murillo        , Panama             , Grupo L, Comum
PAN7  , Eric Davis                  , Panama             , Grupo L, Comum
PAN8  , Jose Cordoba                , Panama             , Grupo L, Comum
PAN9  , Cesar Blackman              , Panama             , Grupo L, Comum
PAN10 , Cristian Martinez           , Panama             , Grupo L, Comum
PAN11 , Anibal Godoy                , Panama             , Grupo L, Comum
PAN12 , Adalberto Carrasquilla      , Panama             , Grupo L, Comum
PAN13 , Foto da Equipe              , Panama             , Grupo L, Comum
PAN14 , Edgar Barcenas              , Panama             , Grupo L, Comum
PAN15 , Carlos Harvey               , Panama             , Grupo L, Comum
PAN16 , Ismael Diaz                 , Panama             , Grupo L, Comum
PAN17 , Jose Fajardo                , Panama             , Grupo L, Comum
PAN18 , Cecilio Waterman            , Panama             , Grupo L, Comum
PAN19 , Jose Luiz Rodriguez         , Panama             , Grupo L, Comum
PAN20 , Alberto Quintero            , Panama             , Grupo L, Comum
